date,province,ccaa,new_cases,activos,hospitalized,intensive_care,deceased,cases_accumulated,recovered,source,comments
2020-03-06,La Gomera,Canarias,1.0,,,,0.0,2.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-15-casos-activos-de-coronavirus-covid-19-en-canarias-y-tres-altas/,
2020-03-06,La Palma,Canarias,2.0,,,,0.0,2.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-15-casos-activos-de-coronavirus-covid-19-en-canarias-y-tres-altas/,
2020-03-06,Lanzarote,Canarias,0.0,,,,0.0,0.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-15-casos-activos-de-coronavirus-covid-19-en-canarias-y-tres-altas/,
2020-03-06,Tenerife,Canarias,1.0,,,,0.0,8.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-15-casos-activos-de-coronavirus-covid-19-en-canarias-y-tres-altas/,
2020-03-06,Zaragoza,Aragón,3.0,8.0,5,0.0,1.0,9.0,,http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/relmenu.9/id.256994,
2020-03-06,Araba/Álava,País Vasco,17.0,,,,,39.0,,https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/3_abril_Boletin.pdf,
2020-03-06,Bizkaia,País Vasco,6.0,,,,,12.0,,https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/3_abril_Boletin.pdf,
2020-03-06,Gipuzkoa,País Vasco,0.0,,,,,2.0,,https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/3_abril_Boletin.pdf,
2020-03-07,Badajoz,Extremadura,0.0,,,0.0,0.0,4.0,0.0,,
2020-03-07,Cáceres,Extremadura,0.0,,,0.0,0.0,2.0,0.0,,
2020-03-07,Madrid,"Madrid, Comunidad de",,,,,,174.0,,https://www.epdata.es/datos/coronavirus-china-datos-graficos/498,
2020-03-07,El Hierro,Canarias,0.0,,,,0.0,0.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-18-casos-positivos-en-coronavirus-covid-19-y-tres-altas/,
2020-03-07,Fuerteventura,Canarias,0.0,,,,0.0,0.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-18-casos-positivos-en-coronavirus-covid-19-y-tres-altas/,
2020-03-07,Gran Canaria,Canarias,3.0,,,,0.0,4.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-18-casos-positivos-en-coronavirus-covid-19-y-tres-altas/,
2020-03-07,La Gomera,Canarias,0.0,,,,0.0,2.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-18-casos-positivos-en-coronavirus-covid-19-y-tres-altas/,
2020-03-07,La Palma,Canarias,0.0,,,,0.0,2.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-18-casos-positivos-en-coronavirus-covid-19-y-tres-altas/,
2020-03-07,Lanzarote,Canarias,0.0,,,,0.0,0.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-18-casos-positivos-en-coronavirus-covid-19-y-tres-altas/,
2020-03-07,Tenerife,Canarias,5.0,,,,0.0,13.0,,https://www3.gobiernodecanarias.org/noticias/la-consejeria-de-sanidad-constata-18-casos-positivos-en-coronavirus-covid-19-y-tres-altas/,
2020-03-07,Zaragoza,Aragón,2.0,10.0,8,0.0,1.0,11.0,,http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/relmenu.9/id.257000,
2020-03-07,Araba/Álava,País Vasco,29.0,,,,,68.0,,https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/3_abril_Boletin.pdf,
2020-03-07,Bizkaia,País Vasco,2.0,,,,,14.0,,https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/3_abril_Boletin.pdf,
2020-03-07,Gipuzkoa,País Vasco,2.0,,,,,4.0,,https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/3_abril_Boletin.pdf,
2020-03-08,Badajoz,Extremadura,0.0,,,0.0,0.0,4.0,0.0,,
2020-03-08,Cáceres,Extremadura,0.0,,,0.0,0.0,2.0,0.0,,
2020-03-08,Madrid,"Madrid, Comunidad de",,,,,,202.0,,https://www.epdata.es/datos/coronavirus-china-datos-graficos/498,
2020-03-08,El Hierro,Canarias,0.0,,,,0.0,0.0,,https://www3.gobiernodecanarias.org/noticias/canarias-constata-17-casos-activos-de-coronavirus-covid-19-tras-el-alta-de-dos-pacientes-el-domingo/,
2020-03-08,Fuerteventura,Canarias,1.0,,,,0.0,1.0,,https://www3.gobiernodecanarias.org/noticias/canarias-constata-17-casos-activos-de-coronavirus-covid-19-tras-el-alta-de-dos-pacientes-el-domingo/,
2020-03-08,Gran Canaria,Canarias,0.0,,,,0.0,4.0,,https://www3.gobiernodecanarias.org/noticias/canarias-constata-17-casos-activos-de-coronavirus-covid-19-tras-el-alta-de-dos-pacientes-el-domingo/,
2020-03-08,La Gomera,Canarias,0.0,,,,0.0,2.0,,https://www3.gobiernodecanarias.org/noticias/canarias-constata-17-casos-activos-de-coronavirus-covid-19-tras-el-alta-de-dos-pacientes-el-domingo/,
2020-03-08,La Palma,Canarias,0.0,,,,0.0,2.0,,https://www3.gobiernodecanarias.org/noticias/canarias-constata-17-casos-activos-de-coronavirus-covid-19-tras-el-alta-de-dos-pacientes-el-domingo/,
2020-03-08,Lanzarote,Canarias,0.0,,,,0.0,0.0,,https://www3.gobiernodecanarias.org/noticias/canarias-constata-17-casos-activos-de-coronavirus-covid-19-tras-el-alta-de-dos-pacientes-el-domingo/,
2020-03-08,Tenerife,Canarias,1.0,,,,0.0,12.0,,https://www3.gobiernodecanarias.org/noticias/canarias-constata-17-casos-activos-de-coronavirus-covid-19-tras-el-alta-de-dos-pacientes-el-domingo/,
2020-03-08,Zaragoza,Aragón,10.0,19.0,13,3.0,2.0,21.0,,http://www.aragonhoy.net/index.php/mod.noticias/mem.detalle/relmenu.9/id.257023,
2020-03-08,Araba/Álava,País Vasco,30.0,,,,,98.0,,https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/3_abril_Boletin.pdf,
2020-03-08,Bizkaia,País Vasco,6.0,,,,,29.0,,https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/3_abril_Boletin.pdf,
2020-03-08,Gipuzkoa,País Vasco,3.0,,,,,7.0,,https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/3_abril_Boletin.pdf,
2020-03-09,Asturias,"Asturias, Principado de",,,,2.0,0.0,7.0,,https://github.com/datadista/datasets/tree/master/COVID%2019 de Ministerio de Sanidad,
2020-03-09,"Balears, Illes","Balears, Illes",,,,0.0,0.0,11.0,,https://github.com/datadista/datasets/tree/master/COVID%2019 de Ministerio de Sanidad,
2020-03-09,Cantabria,Cantabria,,,,0.0,0.0,12.0,,https://github.com/datadista/datasets/tree/master/COVID%2019 de Ministerio de Sanidad,
2020-03-09,Lleida,Cataluña,,,,,,1.0,,https://www.segre.com/es/noticias/lleida/2020/03/24/lleida_suma_morts_positius_coronavirus_sol_dia_102336_1092.html,
2020-03-09,Ceuta,Ceuta,,,,0.0,0.0,0.0,,https://github.com/datadista/datasets/tree/master/COVID%2019 de Ministerio de Sanidad,
2020-03-09,Badajoz,Extremadura,0.0,,,0.0,0.0,4.0,0.0,,
2020-03-09,Cáceres,Extremadura,1.0,,,0.0,0.0,3.0,1.0,https://www.hoy.es/prov-caceres/extremadura-registra-nuevo-20200309134239-nt.html,
